DataHora=2026-09-26T14:05:34.5341682-03:00 | Nivel=INFO | Usuario=Nao autenticado | Perfil=Sem perfil | Tela=Geral | Acao=Inicializando estrutura do banco SQLite em 'C:\Users\campo\AppData\Local\Temp\primox-c113-smoke-20260926_140533\primoauto_operacional.db'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:48.9608281-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Configuracoes:SistemaPersistenciaPermissoes. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:48.9707862-03:00 | Nivel=WARN | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Permissao negada. Usuario=Smoke Sem Configuracao; Perfil=Vendedor; Tipo=AcaoCriticaSemLinha; Alvo=SISTEMA_CONFIGURAR; Codigo=SISTEMA_CONFIGURAR | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:49.8424434-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Configuracoes:SistemaPersistenciaPermissoes (881 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:49.8431316-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Robustez:LogsEstruturadosErroAmigavel. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:49.8442960-03:00 | Nivel=ERROR | Usuario=Smoke Test | Perfil=Administrador | Tela=Robustez | Acao=Acao estruturada robustez-smoke-20260926140749844 | ErroTecnico=System.InvalidOperationException: Falha sintetica robustez-smoke-20260926140749844 | StackTrace=
DataHora=2026-09-26T14:07:49.8694359-03:00 | Nivel=ERROR | Usuario=Smoke Test | Perfil=Administrador | Tela=Robustez | Acao=Erro amigavel registrado. Codigo=20260926140749869; Contexto=Robustez; Acao=OperacaoSintetica; Mensagem=Falha sintetica robustez-smoke-20260926140749844 | ErroTecnico=System.InvalidOperationException: Falha sintetica robustez-smoke-20260926140749844 | StackTrace=
DataHora=2026-09-26T14:07:49.8723190-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Robustez:LogsEstruturadosErroAmigavel (29 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:49.8730977-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Tema:ClaroEscuroModulosPrincipais. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:49.9304984-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:49.9311404-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:49.9316951-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:50.2172415-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Agendamentos | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:50.2179542-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Agendamentos | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:50.2185441-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Agendamentos'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:53.7003096-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: AutoEletricaTecnica | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:53.7009874-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: AutoEletricaTecnica | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:53.7015030-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'AutoEletricaTecnica'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:57.5551466-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: BaseConhecimento | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:57.5558743-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: BaseConhecimento | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:07:57.5564120-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'BaseConhecimento'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:00.9204704-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: CatalogoPecas | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:00.9212244-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: CatalogoPecas | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:00.9217365-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'CatalogoPecas'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:01.3094065-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Catalogo veiculos: seed +0 veiculos, +0 vinculos peca↔veiculo. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:04.9766237-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Clientes | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:04.9773404-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Clientes | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:04.9778691-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Clientes'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:08.7778231-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Compras | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:08.7784872-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Compras | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:08.7790356-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Compras'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:12.0637618-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Modulo removido manualmente do cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:12.0711832-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:12.0718817-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:12.0724186-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:15.4340344-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Estoque | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:15.4347976-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Estoque | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:15.4354320-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Estoque'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:15.4827855-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Estoque | Acao=Estoque: listagem carregou 556 produto(s). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:15.6000809-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Estoque | Acao=Estoque layout: rootH=885; headerH=59; actionBarH=140; actionBarVis=Visible; metricsH=84; metricsVis=Visible; stateHostH=575; contentH=575; contentVis=Visible; loadingH=0; loadingVis=Collapsed; emptyH=0; emptyVis=Collapsed; errorH=0; errorVis=Collapsed; dataGridH=421; gridItems=556; totalTxt=556 | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:19.3599364-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Ferramentas | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:19.3607161-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Ferramentas | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:19.3612784-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Ferramentas'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:22.7812540-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Financeiro | Acao=ObterMovimentacoes(limit=1200) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:22.8025307-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Financeiro | Acao=ObterMovimentacoes(limit=1200) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:22.8434903-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Financeiro | Acao=ObterMovimentacoes(limit=1200) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:22.8458077-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Financeiro | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:22.8463592-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Financeiro | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:22.8469264-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Financeiro'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:23.3467077-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Financeiro | Acao=ObterMovimentacoes(limit=1200) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:23.3591382-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Financeiro | Acao=ObterMovimentacoes(limit=1200) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:23.4279627-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Financeiro | Acao=ObterMovimentacoes(limit=1200) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:28.2223831-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: FiscalOperacoes | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:28.2230599-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: FiscalOperacoes | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:28.2235865-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'FiscalOperacoes'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:31.6120167-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Fornecedores | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:31.6127602-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Fornecedores | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:31.6133056-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Fornecedores'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:34.9430313-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Funcionarios | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:34.9438299-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Funcionarios | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:34.9443665-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Funcionarios'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:38.3275507-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Help | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:38.3283524-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Help | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:38.3288785-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Help'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:41.7005681-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Abertura da pagina de importacao NF-e. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:41.7097210-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: ImportarNFe | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:41.7102955-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: ImportarNFe | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:41.7108320-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'ImportarNFe'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:45.3964587-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: OficinaKanban | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:45.3971020-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: OficinaKanban | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:45.3976587-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'OficinaKanban'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:48.9664230-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Orcamentos | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:48.9672361-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Orcamentos | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:48.9677463-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Orcamentos'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:52.5243579-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: OrdensServico | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:52.5250396-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: OrdensServico | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:52.5255545-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'OrdensServico'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:55.9334753-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: PDV | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:55.9341408-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: PDV | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:55.9346577-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'PDV'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:56.0742462-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=PDV | Acao=Diagnostico de impressao do PDV: Default=Microsoft Print to PDF / Fisica=False / Instaladas=1 / Microsoft Print to PDF [Driver=Microsoft Print To PDF; Porta=PORTPROMPT:; Default=True; Virtual=True; Offline=False; Shared=False] | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:56.0757048-03:00 | Nivel=WARN | Usuario=Smoke Test | Perfil=Administrador | Tela=PDV | Acao=Nenhuma impressora fisica foi detectada para homologacao final do PDV. O ambiente atual depende apenas de fila virtual. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.3415790-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Relatorios | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.3422989-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Relatorios | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.3428592-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Relatorios'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.3773027-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterDadosFinanceiros(limit=250) concluida em 1 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.3808352-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterDadosVendas(limit=250) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.3838695-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterMargemPorProduto(limit=100) concluida em 1 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.3863113-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterVendasPorHora concluida em 1 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.3892709-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterVendasPorDia(limit=31) concluida em 1 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.3926293-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterInadimplenciaDetalhada(limit=100) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.3962216-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterConciliacaoFinanceira concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.3993323-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterOsAbertas concluida em 1 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.4009172-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterOsFinalizadas concluida em 0 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.4035401-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterOrdensServicoPorTecnico concluida em 1 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.4074666-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterServicosRelatorio concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.4143506-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterDadosEstoque(limit=250) concluida em 5 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.4177333-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterDadosClientes(limit=250) concluida em 2 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.4208013-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterDadosOrcamentos(limit=250) concluida em 1 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.4227399-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterDadosCaixa(limit=250) concluida em 0 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.4316137-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterDemonstrativoResultado concluida em 0 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.4358790-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterTicketMedio concluida em 0 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.4376948-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterTotalClientes concluida em 0 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.4393258-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterProdutosSemGiro concluida em 0 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.4412983-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterConversaoOrcamentos concluida em 0 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.4439420-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=ObterResumoConsistenciaOperacional concluida em 1 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.4954511-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Auditoria | Acao=ObterAuditoriaPaginada(pagina=1, tamanho=100) concluida em 5 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.4993212-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Auditoria | Acao=ObterCategoriasAuditoriaOperacional concluida em 1 ms. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:08:59.5765058-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Relatorios | Acao=Workspace de relatorios carregado com 0 vendas, 104 clientes e 100 eventos de auditoria exibidos. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:06.2776505-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Removido do cache (LRU): Agendamentos | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:06.2783644-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Veiculos | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:06.2788900-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Veiculos | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:06.2794640-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Veiculos'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:10.2622405-03:00 | Nivel=WARN | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test 'Tema:ClaroEscuroModulosPrincipais' demorou 80389 ms (acima de 30000 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:10.2629532-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Tema:ClaroEscuroModulosPrincipais (80389 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:10.2634782-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: Tema:DensidadeCompactaConfortavel. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:10.2935252-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Adicionado ao cache: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:10.2941542-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao registrada: Dashboard | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:10.2947128-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Navegacao concluida para o modulo 'Dashboard'. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:13.1432605-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test aprovado: Tema:DensidadeCompactaConfortavel (2879 ms). | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:13.1441736-03:00 | Nivel=INFO | Usuario=Smoke Test | Perfil=Administrador | Tela=Geral | Acao=Smoke test iniciando: LoginSessao:MensagensLockoutLogoutPermissoes. | ErroTecnico= | StackTrace=
DataHora=2026-09-26T14:09:16.6504034-03:00 | Nivel=INFO | Usuario=Smoke Login Seguranca | Perfil=Vendedor | Tela=Geral | Acao=Sessão criada no banco: Usuario='Smoke Login Seguranca', SessionId='7297c482-911f-4a74-9252-1c2f9fa11f6c', Machine='CIRO'. | ErroTecnico= | StackTrace=
