ID,Tela,Arquivo,Elemento,Rotulo,Handler,Tipo,Risco,Classificacao,Observacao
BTN-0145,OrdemServicoWindow,Views\OrdemServicoWindow.xaml,SelecionarAssinaturaOsButton,Selecionar assinatura,SelecionarAssinaturaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0146,OrdemServicoWindow,Views\OrdemServicoWindow.xaml,CapturarAssinaturaOsButton,Capturar assinatura,CapturarAssinaturaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0147,OrdemServicoWindow,Views\OrdemServicoWindow.xaml,RemoverAssinaturaOsButton,Remover,RemoverAssinaturaButton_Click,Button,Alto,DESTRUCTIVE_REQUIRES_CONFIRMATION,Ação destrutiva inspecionada com segurança — execução bloqueada
BTN-0148,OrdemServicoWindow,Views\OrdemServicoWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Cancel]}",CancelarButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0149,OrdemServicoWindow,Views\OrdemServicoWindow.xaml,ChecklistTecnicoButton,Checklist Técnico,ChecklistTecnicoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0150,OrdemServicoWindow,Views\OrdemServicoWindow.xaml,PosVendaButton,Pós-Venda,PosVendaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0151,OrdemServicoWindow,Views\OrdemServicoWindow.xaml,GerarChecklistPdfOsButton,Checklist PDF,GerarChecklistPdfOsButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0152,OrdemServicoWindow,Views\OrdemServicoWindow.xaml,GerarTermoGarantiaOsButton,Termo garantia,GerarTermoGarantiaOsButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0153,OrdemServicoWindow,Views\OrdemServicoWindow.xaml,EnviarDocsWhatsAppOsButton,WhatsApp docs,EnviarDocsWhatsAppOsButton_Click,Button,Médio,REQUIRES_EXTERNAL_DEPENDENCY,Dependência externa (SEFAZ / Certificado / WhatsApp)
BTN-0154,OrdemServicoWindow,Views\OrdemServicoWindow.xaml,GarantiaRetornosButton,Retornos garantia,GarantiaRetornosButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0155,OrdemServicoWindow,Views\OrdemServicoWindow.xaml,LembretesRevisaoButton,Lembretes revisao,LembretesRevisaoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0156,OrdemServicoWindow,Views\OrdemServicoWindow.xaml,SalvarButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[SaveDraft]}",SalvarButton_Click,Button,Médio,PASS,Ação de persistência segura / validação de formulário
BTN-0157,OrdemServicoWindow,Views\OrdemServicoWindow.xaml,EmitirButton,Emitir OS,EmitirButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0158,PagamentoMistoWindow,Views\PagamentoMistoWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Cancel]}",CancelarButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0159,PagamentoMistoWindow,Views\PagamentoMistoWindow.xaml,,Confirmar rateio,ConfirmarButton_Click,Button,Médio,PASS,Ação de persistência segura / validação de formulário
BTN-0160,PosVendaWindow,Views\PosVendaWindow.xaml,,✕,FecharButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0161,PosVendaWindow,Views\PosVendaWindow.xaml,,+ Nova Ocorrência,NovaOcorrenciaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0162,PosVendaWindow,Views\PosVendaWindow.xaml,AnalisarDiagnosticoButton,Analisar Diagnóstico Técnico,AnalisarDiagnosticoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0163,PosVendaWindow,Views\PosVendaWindow.xaml,MarcarResolvidoButton,Concluir / Encerrar Atendimento,MarcarResolvidoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0164,PosVendaWindow,Views\PosVendaWindow.xaml,,Fechar,FecharButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0165,PosVendaWindow,Views\PosVendaWindow.xaml,SalvarOcorrenciaButton,Salvar Pós-Venda,SalvarOcorrenciaButton_Click,Button,Médio,PASS,Ação de persistência segura / validação de formulário
BTN-0166,PrimeiraExecucaoWindow,Views\PrimeiraExecucaoWindow.xaml,AnteriorButton,Anterior,AnteriorButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0167,PrimeiraExecucaoWindow,Views\PrimeiraExecucaoWindow.xaml,ProximoButton,Próximo,ProximoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0168,Produto360Window,Views\Produto360Window.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Close]}",FecharButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0169,RevisarCatalogoPecaWindow,Views\RevisarCatalogoPecaWindow.xaml,,X,CancelarButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0170,RevisarCatalogoPecaWindow,Views\RevisarCatalogoPecaWindow.xaml,IgnorarButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Ignore]}",IgnorarButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0171,RevisarCatalogoPecaWindow,Views\RevisarCatalogoPecaWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Cancel]}",CancelarButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0172,RevisarCatalogoPecaWindow,Views\RevisarCatalogoPecaWindow.xaml,CriarProdutoButton,Criar produto no estoque,CriarProdutoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0173,RevisarCatalogoPecaWindow,Views\RevisarCatalogoPecaWindow.xaml,SalvarButton,Salvar revisao,SalvarButton_Click,Button,Médio,PASS,Ação de persistência segura / validação de formulário
BTN-0174,SelecaoFilialWindow,Views\SelecaoFilialWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Cancel]}",CancelarButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0175,SelecaoFilialWindow,Views\SelecaoFilialWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Confirm]}",ConfirmarButton_Click,Button,Médio,PASS,Ação de persistência segura / validação de formulário
BTN-0176,SelecionarClientePDVWindow,Views\SelecionarClientePDVWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Close]}",FecharButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0177,SelecionarClientePDVWindow,Views\SelecionarClientePDVWindow.xaml,,Limpar,LimparBuscaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0178,SelecionarClientePDVWindow,Views\SelecionarClientePDVWindow.xaml,,Consumidor final,ConsumidorFinalButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0179,SelecionarClientePDVWindow,Views\SelecionarClientePDVWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[SelectClient]}",SelecionarClienteButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0180,SelecionarClientePDVWindow,Views\SelecionarClientePDVWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Cancel]}",FecharButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0181,SelecionarOrcamentoWindow,Views\SelecionarOrcamentoWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Clear]}",LimparFiltros_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0182,SelecionarOrcamentoWindow,Views\SelecionarOrcamentoWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Cancel]}",Cancelar_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0183,SelecionarOrcamentoWindow,Views\SelecionarOrcamentoWindow.xaml,,Abrir orcamento,Selecionar_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0184,SelecionarProdutoPDVWindow,Views\SelecionarProdutoPDVWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Close]}",FecharButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0185,SelecionarProdutoPDVWindow,Views\SelecionarProdutoPDVWindow.xaml,,Limpar,LimparFiltrosButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0186,SelecionarProdutoPDVWindow,Views\SelecionarProdutoPDVWindow.xaml,,Adicionar e continuar,AdicionarContinuarButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0187,SelecionarProdutoPDVWindow,Views\SelecionarProdutoPDVWindow.xaml,,Adicionar e fechar,AdicionarFecharButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0188,SelecionarProdutoPDVWindow,Views\SelecionarProdutoPDVWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Cancel]}",FecharButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0189,SelecionarVendaWindow,Views\SelecionarVendaWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Cancel]}",Cancelar_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0190,SelecionarVendaWindow,Views\SelecionarVendaWindow.xaml,SelecionarButton,Selecionar venda,Selecionar_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0191,TransferirEstoqueWindow,Views\TransferirEstoqueWindow.xaml,,Cancelar,CancelarButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0192,TransferirEstoqueWindow,Views\TransferirEstoqueWindow.xaml,,Transferir,ConfirmarButton_Click,Button,Médio,PASS,Ação de persistência segura / validação de formulário
BTN-0193,TrocarSenhaObrigatoriaWindow,Views\TrocarSenhaObrigatoriaWindow.xaml,CancelarButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Cancel]}",CancelarButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0194,TrocarSenhaObrigatoriaWindow,Views\TrocarSenhaObrigatoriaWindow.xaml,SalvarButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[SaveNewPassword]}",SalvarButton_Click,Button,Médio,PASS,Ação de persistência segura / validação de formulário
BTN-0195,TwoFactorSetupWindow,Views\TwoFactorSetupWindow.xaml,,📋 Copiar,BtnCopyKey_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0196,TwoFactorSetupWindow,Views\TwoFactorSetupWindow.xaml,btnCancel,"{Binding Source={StaticResource LocalizationHelper}, Path=[Cancel]}",BtnCancel_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0197,TwoFactorSetupWindow,Views\TwoFactorSetupWindow.xaml,btnVerify,✅ Verificar e Ativar,BtnVerify_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0198,UsuariosOnlineWindow,Views\UsuariosOnlineWindow.xaml,,X,FecharButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0199,UsuariosOnlineWindow,Views\UsuariosOnlineWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Refresh]}",AtualizarButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0200,UsuariosOnlineWindow,Views\UsuariosOnlineWindow.xaml,,Limpar expiradas,LimparExpiradasButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0201,UsuariosOnlineWindow,Views\UsuariosOnlineWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Close]}",FecharButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0202,VisualizarFornecedorWindow,Views\VisualizarFornecedorWindow.xaml,,X,FecharButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0203,VisualizarFornecedorWindow,Views\VisualizarFornecedorWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Close]}",FecharButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0204,VisualizarVeiculoWindow,Views\VisualizarVeiculoWindow.xaml,,X,FecharButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0205,VisualizarVeiculoWindow,Views\VisualizarVeiculoWindow.xaml,AbrirProprietarioButton,Abrir perfil do cliente,AbrirProprietarioButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0206,VisualizarVeiculoWindow,Views\VisualizarVeiculoWindow.xaml,,Nova OS,NovaOsVeiculoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0207,VisualizarVeiculoWindow,Views\VisualizarVeiculoWindow.xaml,,Orçamento,NovoOrcamentoVeiculoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0208,VisualizarVeiculoWindow,Views\VisualizarVeiculoWindow.xaml,,Agendar,AgendarVeiculoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0209,VisualizarVeiculoWindow,Views\VisualizarVeiculoWindow.xaml,,Checklist,ChecklistVeiculoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0210,VisualizarVeiculoWindow,Views\VisualizarVeiculoWindow.xaml,,Pós-Venda,PosVendaVeiculoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0211,VisualizarVeiculoWindow,Views\VisualizarVeiculoWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Close]}",FecharButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0212,VisualizarVeiculoWindow,Views\VisualizarVeiculoWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Edit]}",EditarButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0213,EditarClienteWindow,Views\Clientes\EditarClienteWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[WhatsApp]}",WhatsAppButton_Click,Button,Médio,REQUIRES_EXTERNAL_DEPENDENCY,Dependência externa (SEFAZ / Certificado / WhatsApp)
BTN-0214,EditarClienteWindow,Views\Clientes\EditarClienteWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[History]}",HistoricoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0215,EditarClienteWindow,Views\Clientes\EditarClienteWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[NewOs]}",NovaOsButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0216,EditarClienteWindow,Views\Clientes\EditarClienteWindow.xaml,,X,FecharButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0217,EditarClienteWindow,Views\Clientes\EditarClienteWindow.xaml,,Adicionar veiculo,AdicionarVeiculoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0218,EditarClienteWindow,Views\Clientes\EditarClienteWindow.xaml,,Selecionar foto,SelecionarFotoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0219,EditarClienteWindow,Views\Clientes\EditarClienteWindow.xaml,RemoverFotoButton,Remover foto,RemoverFotoButton_Click,Button,Alto,DESTRUCTIVE_REQUIRES_CONFIRMATION,Ação destrutiva inspecionada com segurança — execução bloqueada
BTN-0220,EditarClienteWindow,Views\Clientes\EditarClienteWindow.xaml,,Substituir documento,SelecionarDocumentoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0221,EditarClienteWindow,Views\Clientes\EditarClienteWindow.xaml,,Registrar assinatura,RegistrarAssinaturaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0222,EditarClienteWindow,Views\Clientes\EditarClienteWindow.xaml,AbrirDocumentoButton,Abrir documento,AbrirDocumentoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0223,EditarClienteWindow,Views\Clientes\EditarClienteWindow.xaml,AbrirAssinaturaButton,Abrir assinatura,AbrirAssinaturaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0224,EditarClienteWindow,Views\Clientes\EditarClienteWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Cancel]}",FecharButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0225,EditarClienteWindow,Views\Clientes\EditarClienteWindow.xaml,SalvarAlteracoesButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[SaveChanges]}",SalvarButton_Click,Button,Médio,PASS,Ação de persistência segura / validação de formulário
BTN-0226,NovoClienteWindow,Views\Clientes\NovoClienteWindow.xaml,,,FecharButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0227,NovoClienteWindow,Views\Clientes\NovoClienteWindow.xaml,AdicionarVeiculoClienteButton,Adicionar veiculo,AdicionarVeiculoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0228,NovoClienteWindow,Views\Clientes\NovoClienteWindow.xaml,SelecionarFotoClienteButton,Selecionar foto,SelecionarFotoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0229,NovoClienteWindow,Views\Clientes\NovoClienteWindow.xaml,RemoverFotoButton,Remover foto,RemoverFotoButton_Click,Button,Alto,DESTRUCTIVE_REQUIRES_CONFIRMATION,Ação destrutiva inspecionada com segurança — execução bloqueada
BTN-0230,NovoClienteWindow,Views\Clientes\NovoClienteWindow.xaml,UploadDocumentoClienteButton,Upload documento,UploadDocumentoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0231,NovoClienteWindow,Views\Clientes\NovoClienteWindow.xaml,AssinaturaClienteButton,Assinatura digital,AssinaturaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0232,NovoClienteWindow,Views\Clientes\NovoClienteWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Cancel]}",CancelarButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0233,NovoClienteWindow,Views\Clientes\NovoClienteWindow.xaml,SalvarClienteButton,Salvar cliente,SalvarButton_Click,Button,Médio,PASS,Ação de persistência segura / validação de formulário
BTN-0234,VisualizarClienteWindow,Views\Clientes\VisualizarClienteWindow.xaml,,Editar cliente,EditarButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0235,VisualizarClienteWindow,Views\Clientes\VisualizarClienteWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[WhatsApp]}",WhatsAppButton_Click,Button,Médio,REQUIRES_EXTERNAL_DEPENDENCY,Dependência externa (SEFAZ / Certificado / WhatsApp)
BTN-0236,VisualizarClienteWindow,Views\Clientes\VisualizarClienteWindow.xaml,,X,FecharButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0237,VisualizarClienteWindow,Views\Clientes\VisualizarClienteWindow.xaml,,Abrir documento,AbrirDocumentoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0238,VisualizarClienteWindow,Views\Clientes\VisualizarClienteWindow.xaml,,Abrir assinatura,AbrirAssinaturaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0239,ResetSistemaWindow,Views\Configuracoes\ResetSistemaWindow.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Cancel]}",BtnCancelar_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0240,ResetSistemaWindow,Views\Configuracoes\ResetSistemaWindow.xaml,,Zerar Dados,BtnConfirmar_Click,Button,Médio,PASS,Ação de persistência segura / validação de formulário
BTN-0241,AgendamentosControl,UserControls\AgendamentosControl.xaml,,Criar novo agendamento,{Binding NovoAgendamentoCommand},Button,Baixo,PASS,Interação de navegação/consulta
BTN-0242,AgendamentosControl,UserControls\AgendamentosControl.xaml,,Encaixe rápido na agenda,{Binding EncaixeRapidoCommand},Button,Baixo,PASS,Interação de navegação/consulta
BTN-0243,AgendamentosControl,UserControls\AgendamentosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[RefreshAgenda]}",{Binding AtualizarCommand},Button,Baixo,PASS,Interação de navegação/consulta
BTN-0244,AgendamentosControl,UserControls\AgendamentosControl.xaml,,Imprimir agenda,{Binding ImprimirAgendaCommand},Button,Baixo,PASS,Interação de navegação/consulta
BTN-0245,AgendamentosControl,UserControls\AgendamentosControl.xaml,,Exportar PDF da agenda,{Binding ExportarPDFCommand},Button,Baixo,PASS,Interação de navegação/consulta
BTN-0246,AgendamentosControl,UserControls\AgendamentosControl.xaml,,Cancelar,{Binding CancelarCommand},Button,Baixo,PASS,Interação de navegação/consulta
BTN-0247,AgendamentosControl,UserControls\AgendamentosControl.xaml,,Filtros rápidos,{Binding FiltrosRapidosCommand},Button,Baixo,PASS,Interação de navegação/consulta
BTN-0248,AgendamentosControl,UserControls\AgendamentosControl.xaml,,Alternar modo oficina,{Binding ModoOficinaCommand},Button,Baixo,PASS,Interação de navegação/consulta
BTN-0249,AgendamentosControl,UserControls\AgendamentosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[TryAgain]}",RetryAgendaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0250,AgendamentosControl,UserControls\AgendamentosControl.xaml,,,{Binding LimparFiltrosCommand},Button,Baixo,PASS,Interação de navegação/consulta
BTN-0251,AgendamentosControl,UserControls\AgendamentosControl.xaml,CheckInAgendamentoButton,CheckInAgendamentoButton,"{Binding DataContext.CheckInCommand, RelativeSource={RelativeSource AncestorType=UserControl}}",Button,Baixo,PASS,Interação de navegação/consulta
BTN-0252,AgendamentosControl,UserControls\AgendamentosControl.xaml,CheckOutAgendamentoButton,CheckOutAgendamentoButton,"{Binding DataContext.CheckOutCommand, RelativeSource={RelativeSource AncestorType=UserControl}}",Button,Baixo,PASS,Interação de navegação/consulta
BTN-0253,AgendamentosControl,UserControls\AgendamentosControl.xaml,,,{Binding NovoAgendamentoCommand},Button,Baixo,PASS,Interação de navegação/consulta
BTN-0254,AgendamentosControl,UserControls\AgendamentosControl.xaml,,,{Binding EditarCommand},Button,Baixo,PASS,Interação de navegação/consulta
BTN-0255,AgendamentosControl,UserControls\AgendamentosControl.xaml,ReagendarAgendamentoButton,ReagendarAgendamentoButton,{Binding ReagendarCommand},Button,Baixo,PASS,Interação de navegação/consulta
BTN-0256,AgendamentosControl,UserControls\AgendamentosControl.xaml,ConfirmarAgendamentoButton,ConfirmarAgendamentoButton,{Binding ConfirmarCommand},Button,Médio,PASS,Ação de persistência segura / validação de formulário
BTN-0257,AgendamentosControl,UserControls\AgendamentosControl.xaml,,,{Binding DuplicarCommand},Button,Baixo,PASS,Interação de navegação/consulta
BTN-0258,AgendamentosControl,UserControls\AgendamentosControl.xaml,GerarOsAgendamentoButton,GerarOsAgendamentoButton,{Binding ConverterEmOSCommand},Button,Baixo,PASS,Interação de navegação/consulta
BTN-0259,AgendamentosControl,UserControls\AgendamentosControl.xaml,,,{Binding CancelarCommand},Button,Baixo,PASS,Interação de navegação/consulta
BTN-0260,AgendamentosControl,UserControls\AgendamentosControl.xaml,,Cliente,AbrirClienteAgendaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0261,AgendamentosControl,UserControls\AgendamentosControl.xaml,,"{Binding Source={StaticResource LocalizationHelper}, Path=[Vehicle]}",AbrirVeiculoAgendaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0262,AgendamentosControl,UserControls\AgendamentosControl.xaml,,Abrir OS,AbrirOsAgendaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0263,AgendamentosControl,UserControls\AgendamentosControl.xaml,,Iniciar serviço,"{Binding DataContext.CheckInCommand, RelativeSource={RelativeSource AncestorType=UserControl}}",Button,Baixo,PASS,Interação de navegação/consulta
BTN-0264,AgendamentosControl,UserControls\AgendamentosControl.xaml,,Finalizar serviço,"{Binding DataContext.CheckOutCommand, RelativeSource={RelativeSource AncestorType=UserControl}}",Button,Baixo,PASS,Interação de navegação/consulta
BTN-0265,AgendamentosControl,UserControls\AgendamentosControl.xaml,,Reagendar para outra data,"{Binding DataContext.ReagendarCommand, RelativeSource={RelativeSource AncestorType=UserControl}}",Button,Baixo,PASS,Interação de navegação/consulta
BTN-0266,AgendamentosControl,UserControls\AgendamentosControl.xaml,,Enviar mensagem via WhatsApp,"{Binding DataContext.EnviarWhatsAppCommand, RelativeSource={RelativeSource AncestorType=UserControl}}",Button,Médio,REQUIRES_EXTERNAL_DEPENDENCY,Dependência externa (SEFAZ / Certificado / WhatsApp)
BTN-0267,AgendamentosControl,UserControls\AgendamentosControl.xaml,,Gerar Ordem de Serviço,"{Binding DataContext.GerarOSCommand, RelativeSource={RelativeSource AncestorType=UserControl}}",Button,Baixo,PASS,Interação de navegação/consulta
BTN-0268,AgendamentosControl,UserControls\AgendamentosControl.xaml,,Editar agendamento,"{Binding DataContext.EditarCommand, RelativeSource={RelativeSource AncestorType=UserControl}}",Button,Baixo,PASS,Interação de navegação/consulta
BTN-0269,AutoEletricaTecnicaControl,UserControls\AutoEletricaTecnicaControl.xaml,AtualizarTecnicaButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Refresh]}",AtualizarTecnicaButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0270,AutoEletricaTecnicaControl,UserControls\AutoEletricaTecnicaControl.xaml,GerarOrcamentoDiagnosticoButton,Gerar orcamento,GerarOrcamentoDiagnosticoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0271,AutoEletricaTecnicaControl,UserControls\AutoEletricaTecnicaControl.xaml,GerarLaudoEletricoButton,Laudo PDF,GerarLaudoEletricoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0272,AutoEletricaTecnicaControl,UserControls\AutoEletricaTecnicaControl.xaml,EnviarLaudoWhatsAppButton,Laudo WhatsApp,EnviarLaudoWhatsAppButton_Click,Button,Médio,REQUIRES_EXTERNAL_DEPENDENCY,Dependência externa (SEFAZ / Certificado / WhatsApp)
BTN-0273,CatalogoPecasControl,UserControls\CatalogoPecasControl.xaml,ImportarCatalogoButton,Importar catalogo,ImportarCatalogoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0274,CatalogoPecasControl,UserControls\CatalogoPecasControl.xaml,HistoricoImportacoesButton,Historico de importacoes,HistoricoImportacoesButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0275,CatalogoPecasControl,UserControls\CatalogoPecasControl.xaml,ExportarButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Export]}",ExportarButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0276,CatalogoPecasControl,UserControls\CatalogoPecasControl.xaml,AtualizarButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[Refresh]}",AtualizarButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0277,CatalogoPecasControl,UserControls\CatalogoPecasControl.xaml,Peca360Button,360,Peca360Button_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0278,CatalogoPecasControl,UserControls\CatalogoPecasControl.xaml,IgnorarCatalogoButton,Ignorar,IgnorarCatalogoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0279,CatalogoPecasControl,UserControls\CatalogoPecasControl.xaml,ExcluirCatalogoButton,Excluir,ExcluirCatalogoButton_Click,Button,Alto,DESTRUCTIVE_REQUIRES_CONFIRMATION,Ação destrutiva inspecionada com segurança — execução bloqueada
BTN-0280,CatalogoPecasControl,UserControls\CatalogoPecasControl.xaml,CriarProdutoButton,Criar produto no estoque,CriarProdutoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0281,CatalogoPecasControl,UserControls\CatalogoPecasControl.xaml,LimparFiltrosButton,"{Binding Source={StaticResource LocalizationHelper}, Path=[ClearFilters]}",LimparFiltrosButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
BTN-0282,CatalogoPecasControl,UserControls\CatalogoPecasControl.xaml,,Importar catalogo,ImportarCatalogoButton_Click,Button,Baixo,PASS,Interação de navegação/consulta
