arquivo,linha,método,campo,tabela,tipo,classificação,ação necessária,status
PrimoAutoEletrica\Services\DatabaseService.OrdensServico.cs,1105,ExcluirOrdemServico,Valor,AgendamentoServicos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\DatabaseService.OrdensServico.cs,1106,ExcluirOrdemServico,CustoUnitario,OrdemServicoItens,ReadDecimal,A,Converter para MoneyIO.LerMoeda (OrdemServicoItens.CustoUnitario),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\DatabaseService.OrdensServico.cs,1275,MapOrdemServico,Valor,AgendamentoServicos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\DatabaseService.OrdensServico.cs,1276,MapOrdemServico,Desconto,OrcamentoItens,ReadDecimal,A,Converter para MoneyIO.LerMoeda (OrcamentoItens.Desconto),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\DatabaseService.OrdensServico.cs,1319,ObterItensDaOrdem,Quantidade,ImportacoesItens,ReadDecimal,C,Preservar leitura numerica padrao (ImportacoesItens.Quantidade),PROTECTED_NON_MONETARY
PrimoAutoEletrica\Services\DatabaseService.OrdensServico.cs,1320,ObterItensDaOrdem,Valor,AgendamentoServicos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\DatabaseService.OrdensServico.cs,1321,ObterItensDaOrdem,CustoUnitario,OrdemServicoItens,ReadDecimal,A,Converter para MoneyIO.LerMoeda (OrdemServicoItens.CustoUnitario),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\DatabaseService.OrdensServico.cs,1560,GerarProximoNumeroOrdemServico,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\DatabaseService.OrdensServico.cs,1878,SUM,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\DatabaseService.OrdensServico.cs,1897,SUM,N/A,N/A,ReadDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\DatabaseService.OrdensServico.cs,1958,CalcularTotalOrdem,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\DatabaseService.OrdensServico.cs,1997,ReadDecimal,N/A,N/A,ReadDecimal,A,Atualizar helper para delegar a MoneyIO / CentsV1,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\DatabaseService.OrdensServico.cs,2002,ReadDecimal,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\DatabaseService.Produtos.cs,162,ObterTodosProdutos,N/A,N/A,GetDouble,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\DatabaseService.Produtos.cs,162,ObterTodosProdutos,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\DatabaseService.Produtos.cs,166,ObterTodosProdutos,N/A,N/A,GetDouble,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\DatabaseService.Produtos.cs,166,ObterTodosProdutos,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\DatabaseService.Produtos.cs,170,ObterTodosProdutos,N/A,N/A,GetDouble,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\DatabaseService.Produtos.cs,170,ObterTodosProdutos,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\DatabaseService.Produtos.cs,174,ObterTodosProdutos,N/A,N/A,GetDouble,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\DatabaseService.Produtos.cs,174,ObterTodosProdutos,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\DatabaseService.Produtos.cs,268,ObterTodosProdutos,N/A,N/A,GetDouble,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\DatabaseService.Produtos.cs,268,ObterTodosProdutos,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\DatabaseService.Produtos.cs,383,ObterProdutoPorId,PrecoCompra,Produtos,GetDouble,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\DatabaseService.Produtos.cs,383,ObterProdutoPorId,PrecoCompra,Produtos,Convert.ToDecimal,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\DatabaseService.Produtos.cs,384,ObterProdutoPorId,PrecoVenda,Produtos,GetDouble,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\DatabaseService.Produtos.cs,384,ObterProdutoPorId,PrecoVenda,Produtos,Convert.ToDecimal,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\DatabaseService.Produtos.cs,385,ObterProdutoPorId,N/A,N/A,GetDouble,C,"Preservar tipo double/float/decimal para geometria, percentual ou quantidade",NON_MONETARY_FIELD
PrimoAutoEletrica\Services\DatabaseService.Produtos.cs,385,ObterProdutoPorId,N/A,N/A,Convert.ToDecimal,C,"Preservar tipo double/float/decimal para geometria, percentual ou quantidade",NON_MONETARY_FIELD
PrimoAutoEletrica\Services\DatabaseService.Produtos.cs,386,ObterProdutoPorId,Valor,AgendamentoServicos,GetDouble,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\DatabaseService.Produtos.cs,386,ObterProdutoPorId,Valor,AgendamentoServicos,Convert.ToDecimal,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\DatabaseService.Produtos.cs,410,ObterProdutoPorId,Total,Orcamentos,GetDouble,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\DatabaseService.Produtos.cs,410,ObterProdutoPorId,Total,Orcamentos,Convert.ToDecimal,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\DocumentoPdfService.cs,94,GerarOrdemServico,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\DocumentoPdfService.cs,344,GerarRelatorioFinanceiro,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\DocumentoPdfService.cs,345,GerarRelatorioFinanceiro,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\EstoqueOperationalService.cs,111,ReservarProdutosDoAgendamento,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\EstoqueOperationalService.cs,512,COALESCE,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\EstoqueOperationalService.cs,530,COALESCE,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\EstoqueOperationalService.cs,571,ObterProdutoResumo,N/A,N/A,ReadDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\EstoqueOperationalService.cs,594,ObterProdutoResumo,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\EstoqueOperationalService.cs,656,ObterProdutosValidos,PrecoUnitario,AgendamentoProdutos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoProdutos.PrecoUnitario),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\EstoqueOperationalService.cs,657,ObterProdutosValidos,PrecoTotal,AgendamentoProdutos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoProdutos.PrecoTotal),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\EstoqueOperationalService.cs,728,ReadDecimal,N/A,N/A,ReadDecimal,A,Atualizar helper para delegar a MoneyIO / CentsV1,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\EstoqueOperationalService.cs,730,ReadDecimal,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1120,COALESCE,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1134,COALESCE,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1157,COALESCE,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1163,COALESCE,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1167,COALESCE,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1173,COALESCE,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1177,COALESCE,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1182,COALESCE,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1209,ObterResumoExecutivoFinanceiro,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1210,ObterResumoExecutivoFinanceiro,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1211,ObterResumoExecutivoFinanceiro,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1212,ObterResumoExecutivoFinanceiro,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1213,ObterResumoExecutivoFinanceiro,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1214,ObterResumoExecutivoFinanceiro,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1215,ObterResumoExecutivoFinanceiro,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1240,ObterLucroPorOrdemServico,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1241,ObterLucroPorOrdemServico,CustoUnitario,OrdemServicoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1242,ObterLucroPorOrdemServico,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1249,COALESCE,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1250,COALESCE,CustoUnitario,OrdemServicoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1251,BY,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1252,BY,CustoUnitario,OrdemServicoItens,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1261,BY,N/A,N/A,ReadDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1262,BY,N/A,N/A,ReadDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1268,BY,N/A,N/A,ReadDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1330,COALESCE,Valor,AgendamentoServicos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1334,COALESCE,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1362,ObterRecebimentosPorFormaPagamento,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1378,COALESCE,Valor,AgendamentoServicos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1382,COALESCE,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1404,ObterCaixaPorOperador,Diferenca,MovimentacoesCaixa,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1405,ObterCaixaPorOperador,Diferenca,MovimentacoesCaixa,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1406,ObterCaixaPorOperador,Diferenca,MovimentacoesCaixa,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1407,ObterCaixaPorOperador,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1408,ObterCaixaPorOperador,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1425,ObterCaixaPorOperador,N/A,N/A,ReadDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1426,ObterCaixaPorOperador,N/A,N/A,ReadDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1427,ObterCaixaPorOperador,N/A,N/A,ReadDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1428,ObterCaixaPorOperador,TotalVendas,CaixaSessoes,ReadDecimal,A,Converter para MoneyIO.LerMoeda (CaixaSessoes.TotalVendas),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1447,ObterCaixaPorOperador,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1448,ObterCaixaPorOperador,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1457,ObterCaixaPorOperador,N/A,N/A,ReadDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1458,ObterCaixaPorOperador,N/A,N/A,ReadDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1488,ObterFaturamentoPorPeriodo,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1489,ObterFaturamentoPorPeriodo,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1507,ObterFaturamentoPorPeriodo,N/A,N/A,ReadDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1508,ObterFaturamentoPorPeriodo,N/A,N/A,ReadDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1599,COALESCE,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1600,COALESCE,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1601,COALESCE,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1606,COALESCE,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1607,BY,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1608,BY,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1617,BY,N/A,N/A,ReadDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1618,BY,N/A,N/A,ReadDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1623,BY,N/A,N/A,ReadDecimal,D,Verificar contexto de chamada,FALSE_POSITIVE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1643,COALESCE,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,1661,COALESCE,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,2264,DeterminarValorTotalOrdemServico,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,2483,ReadDecimal,N/A,N/A,ReadDecimal,A,Atualizar helper para delegar a MoneyIO / CentsV1,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,2498,ReadDecimal,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\FinanceiroDatabaseService.cs,2503,ReadDecimal,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\FornecedorOperationalService.cs,82,FornecedorOperationalService,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FornecedorOperationalService.cs,83,FornecedorOperationalService,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\FornecedorOperationalService.cs,88,FornecedorOperationalService,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FornecedorOperationalService.cs,124,FornecedorOperationalService,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FornecedorOperationalService.cs,139,FornecedorOperationalService,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FornecedorOperationalService.cs,140,FornecedorOperationalService,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FornecedorOperationalService.cs,498,CONFLICT,PrecoUltimaCompra,ProdutoFornecedores,ReadDecimal,A,Converter para MoneyIO.LerMoeda (ProdutoFornecedores.PrecoUltimaCompra),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FornecedorOperationalService.cs,499,CONFLICT,QuantidadeUltimaCompra,ProdutoFornecedores,ReadDecimal,C,Preservar leitura numerica padrao (ProdutoFornecedores.QuantidadeUltimaCompra),PROTECTED_NON_MONETARY
PrimoAutoEletrica\Services\FornecedorOperationalService.cs,502,CONFLICT,Valor,AgendamentoServicos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FornecedorOperationalService.cs,550,AddProdutoFornecedorParameters,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FornecedorOperationalService.cs,562,AddProdutoFornecedorParameters,Valor,AgendamentoServicos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FornecedorOperationalService.cs,589,AddProdutoFornecedorParameters,QuantidadeUltimaCompra,ProdutoFornecedores,ReadDecimal,C,Preservar leitura numerica padrao (ProdutoFornecedores.QuantidadeUltimaCompra),PROTECTED_NON_MONETARY
PrimoAutoEletrica\Services\FornecedorOperationalService.cs,590,AddProdutoFornecedorParameters,PrecoUltimaCompra,ProdutoFornecedores,ReadDecimal,A,Converter para MoneyIO.LerMoeda (ProdutoFornecedores.PrecoUltimaCompra),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FornecedorOperationalService.cs,659,AddProdutoImportadoParameters,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FornecedorOperationalService.cs,723,lower,Valor,AgendamentoServicos,Convert.ToDecimal,A,Substituir conversao direta por MoneyIO,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FornecedorOperationalService.cs,807,lower,Valor,AgendamentoServicos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FornecedorOperationalService.cs,965,ReadDecimal,N/A,N/A,ReadDecimal,A,Atualizar helper para delegar a MoneyIO / CentsV1,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FornecedorOperationalService.cs,967,ReadDecimal,N/A,N/A,Convert.ToDecimal,D,Falso positivo / Conversao geral de dados,FALSE_POSITIVE
PrimoAutoEletrica\Services\FuncionarioOperationalService.cs,104,ObterResumoPermissoes,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\FuncionarioOperationalService.cs,141,lower,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FuncionarioOperationalService.cs,142,lower,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FuncionarioOperationalService.cs,143,lower,Total,Orcamentos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FuncionarioOperationalService.cs,211,ObterAcoesPorCategoria,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\FuncionarioOperationalService.cs,403,lower,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FuncionarioOperationalService.cs,407,JOIN,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FuncionarioOperationalService.cs,425,COALESCE,Valor,AgendamentoServicos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FuncionarioOperationalService.cs,432,SUM,Valor,AgendamentoServicos,SUM_SQL,A,Garantir conversao de centavos via MoneyIO.ConverterAgregacao,REQUIRES_CONVERSION
PrimoAutoEletrica\Services\FuncionarioOperationalService.cs,447,lower,N/A,N/A,SUM_SQL,C,Preservar agregacao nao monetaria,NON_MONETARY_AGGREGATE
PrimoAutoEletrica\Services\FuncionarioOperationalService.cs,463,COALESCE,Valor,AgendamentoServicos,ReadDecimal,A,Converter para MoneyIO.LerMoeda (AgendamentoServicos.Valor),REQUIRES_CONVERSION
