Table,Column,RowIndex,LegacyReal,ExpectedCents,ShadowCents,RoundtripDecimal,Difference,Status
Produtos,ValorTotalEstoque,56,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,57,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,58,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,59,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,60,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,61,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,62,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,63,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,64,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,65,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,66,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,67,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,68,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,69,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,70,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,71,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,72,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,73,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,74,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,75,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,76,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,77,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,78,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,79,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,80,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,81,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,82,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,83,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,84,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,85,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,86,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,87,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,88,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,89,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,90,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,91,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,92,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,93,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,94,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,95,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,96,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,97,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,98,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,99,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,100,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,101,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,102,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,103,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,104,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,105,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,106,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,107,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,108,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,109,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,110,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,111,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,112,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,113,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,114,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,115,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,116,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,117,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,118,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,119,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,120,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,121,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,122,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,123,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,124,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,125,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,126,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,127,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,128,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,129,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,130,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,131,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,132,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,133,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,134,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,135,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,136,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,137,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,138,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,139,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,140,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,141,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,142,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,143,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,144,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,145,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,146,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,147,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,148,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,149,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,150,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,151,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,152,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,153,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,154,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,155,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,156,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,157,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,158,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,159,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,160,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,161,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,162,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,163,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,164,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,165,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,166,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,167,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,168,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,169,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,170,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,171,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,172,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,173,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,174,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,175,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,176,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,177,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,178,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,179,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,180,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,181,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,182,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,183,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,184,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,185,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,186,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,187,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,188,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,189,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,190,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,191,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,192,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,193,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,194,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,195,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,196,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,197,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,198,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,199,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,200,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,201,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,202,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,203,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,204,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,205,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,206,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,207,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,208,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,209,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,210,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,211,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,212,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,213,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,214,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,215,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,216,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,217,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,218,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,219,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,220,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,221,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,222,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,223,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,224,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,225,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,226,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,227,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,228,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,229,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,230,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,231,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,232,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,233,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,234,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,235,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,236,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,237,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,238,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,239,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,240,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,241,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,242,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,243,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,244,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,245,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,246,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,247,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,248,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,249,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,250,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,251,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,252,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,253,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,254,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,255,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,256,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,257,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,258,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,259,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,260,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,261,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,262,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,263,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,264,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,265,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,266,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,267,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,268,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,269,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,270,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,271,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,272,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,273,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,274,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,275,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,276,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,277,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,278,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,279,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,280,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,281,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,282,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,283,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,284,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,285,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,286,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,287,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,288,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,289,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,290,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,291,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,292,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,293,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,294,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,295,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,296,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,297,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,298,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,299,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,300,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,301,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,302,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,303,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,304,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,305,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,306,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,307,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,308,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,309,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,310,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,311,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,312,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,313,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,314,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,315,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,316,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,317,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,318,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,319,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,320,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,321,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,322,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,323,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,324,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,325,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,326,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,327,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,328,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,329,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,330,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,331,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,332,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,333,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,334,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,335,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,336,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,337,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,338,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,339,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,340,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,341,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,342,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,343,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,344,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,345,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,346,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,347,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,348,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,349,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,350,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,351,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,352,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,353,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,354,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,355,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,356,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,357,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,358,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,359,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,360,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,361,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,362,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,363,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,364,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,365,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,366,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,367,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,368,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,369,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,370,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,371,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,372,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,373,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,374,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,375,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,376,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,377,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,378,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,379,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,380,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,381,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,382,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,383,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,384,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,385,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,386,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,387,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,388,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,389,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,390,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,391,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,392,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,393,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,394,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,395,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,396,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,397,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,398,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,399,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,400,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,401,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,402,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,403,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,404,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,405,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,406,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,407,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,408,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,409,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,410,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,411,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,412,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,413,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,414,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,415,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,416,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,417,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,418,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,419,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,420,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,421,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,422,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,423,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,424,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,425,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,426,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,427,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,428,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,429,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,430,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,431,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,432,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,433,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,434,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,435,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,436,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,437,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,438,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,439,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,440,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,441,0.0,0,0,0,0.00,PASS
Produtos,ValorTotalEstoque,442,0.0,0,0,0,0.00,PASS
