Table,Column,RowIndex,OldReal,ExpectedCents,NewCents,RoundtripDecimal,Difference,Status
OrdemServicoItens,CustoUnitario,8,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,9,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,10,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,11,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,12,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,13,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,14,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,15,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,16,375.0,37500,37500,375,0.00,PASS
OrdemServicoItens,CustoUnitario,17,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,18,400.0,40000,40000,400,0.00,PASS
OrdemServicoItens,CustoUnitario,19,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,20,425.0,42500,42500,425,0.00,PASS
OrdemServicoItens,CustoUnitario,21,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,22,450.0,45000,45000,450,0.00,PASS
OrdemServicoItens,CustoUnitario,23,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,24,475.0,47500,47500,475,0.00,PASS
OrdemServicoItens,CustoUnitario,25,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,26,500.0,50000,50000,500,0.00,PASS
OrdemServicoItens,CustoUnitario,27,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,28,525.0,52500,52500,525,0.00,PASS
OrdemServicoItens,CustoUnitario,29,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,30,550.0,55000,55000,550,0.00,PASS
OrdemServicoItens,CustoUnitario,31,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,32,575.0,57500,57500,575,0.00,PASS
OrdemServicoItens,CustoUnitario,33,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,34,600.0,60000,60000,600,0.00,PASS
OrdemServicoItens,CustoUnitario,35,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,36,235.0,23500,23500,235,0.00,PASS
OrdemServicoItens,CustoUnitario,37,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,38,250.0,25000,25000,250,0.00,PASS
OrdemServicoItens,CustoUnitario,39,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,40,265.0,26500,26500,265,0.00,PASS
OrdemServicoItens,CustoUnitario,41,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,42,280.0,28000,28000,280,0.00,PASS
OrdemServicoItens,CustoUnitario,43,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,44,295.0,29500,29500,295,0.00,PASS
OrdemServicoItens,CustoUnitario,45,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,46,310.0,31000,31000,310,0.00,PASS
OrdemServicoItens,CustoUnitario,47,0.0,0,0,0,0.00,PASS
OrdemServicoItens,CustoUnitario,48,325.0,32500,32500,325,0.00,PASS
OrdemServicoItens,CustoUnitario,49,0.0,0,0,0,0.00,PASS
OrdensServico,ValorMaoObra,0,0.0,0,0,0,0.00,PASS
OrdensServico,ValorMaoObra,1,220.0,22000,22000,220,0.00,PASS
OrdensServico,ValorMaoObra,2,100.0,10000,10000,100,0.00,PASS
OrdensServico,ValorMaoObra,3,150.0,15000,15000,150,0.00,PASS
OrdensServico,ValorMaoObra,4,150.0,15000,15000,150,0.00,PASS
OrdensServico,ValorMaoObra,5,120.0,12000,12000,120,0.00,PASS
OrdensServico,ValorMaoObra,6,80.0,8000,8000,80,0.00,PASS
OrdensServico,ValorMaoObra,7,120.0,12000,12000,120,0.00,PASS
OrdensServico,ValorMaoObra,8,120.0,12000,12000,120,0.00,PASS
OrdensServico,ValorMaoObra,9,135.0,13500,13500,135,0.00,PASS
OrdensServico,ValorMaoObra,10,150.0,15000,15000,150,0.00,PASS
OrdensServico,ValorMaoObra,11,165.0,16500,16500,165,0.00,PASS
OrdensServico,ValorMaoObra,12,180.0,18000,18000,180,0.00,PASS
OrdensServico,ValorMaoObra,13,195.0,19500,19500,195,0.00,PASS
OrdensServico,ValorMaoObra,14,210.0,21000,21000,210,0.00,PASS
OrdensServico,ValorMaoObra,15,225.0,22500,22500,225,0.00,PASS
OrdensServico,ValorMaoObra,16,240.0,24000,24000,240,0.00,PASS
OrdensServico,ValorMaoObra,17,255.0,25500,25500,255,0.00,PASS
OrdensServico,ValorMaoObra,18,270.0,27000,27000,270,0.00,PASS
OrdensServico,ValorMaoObra,19,285.0,28500,28500,285,0.00,PASS
OrdensServico,ValorMaoObra,20,300.0,30000,30000,300,0.00,PASS
OrdensServico,ValorMaoObra,21,315.0,31500,31500,315,0.00,PASS
OrdensServico,ValorMaoObra,22,330.0,33000,33000,330,0.00,PASS
OrdensServico,ValorMaoObra,23,345.0,34500,34500,345,0.00,PASS
OrdensServico,ValorMaoObra,24,360.0,36000,36000,360,0.00,PASS
OrdensServico,ValorMaoObra,25,375.0,37500,37500,375,0.00,PASS
OrdensServico,ValorMaoObra,26,390.0,39000,39000,390,0.00,PASS
OrdensServico,ValorMaoObra,27,405.0,40500,40500,405,0.00,PASS
OrdensServico,ValorMaoObra,28,420.0,42000,42000,420,0.00,PASS
OrdensServico,ValorMaoObra,29,135.0,13500,13500,135,0.00,PASS
OrdensServico,ValorMaoObra,30,150.0,15000,15000,150,0.00,PASS
OrdensServico,ValorMaoObra,31,165.0,16500,16500,165,0.00,PASS
OrdensServico,ValorMaoObra,32,180.0,18000,18000,180,0.00,PASS
OrdensServico,ValorMaoObra,33,195.0,19500,19500,195,0.00,PASS
OrdensServico,ValorMaoObra,34,210.0,21000,21000,210,0.00,PASS
OrdensServico,ValorMaoObra,35,225.0,22500,22500,225,0.00,PASS
OrdensServico,ValorMaoObra,36,240.0,24000,24000,240,0.00,PASS
OrdensServico,ValorMaoObra,37,255.0,25500,25500,255,0.00,PASS
OrdensServico,ValorMaoObra,38,270.0,27000,27000,270,0.00,PASS
OrdensServico,ValorMaoObra,39,250.0,25000,25000,250,0.00,PASS
OrdensServico,ValorMaoObra,40,250.0,25000,25000,250,0.00,PASS
OrdensServico,ValorMaoObra,41,250.0,25000,25000,250,0.00,PASS
OrdensServico,ValorMaoObra,42,250.0,25000,25000,250,0.00,PASS
OrdensServico,ValorMaoObra,43,250.0,25000,25000,250,0.00,PASS
OrdensServico,ValorMaoObra,44,250.0,25000,25000,250,0.00,PASS
OrdensServico,ValorMaoObra,45,250.0,25000,25000,250,0.00,PASS
OrdensServico,ValorMaoObra,46,250.0,25000,25000,250,0.00,PASS
OrdensServico,ValorMaoObra,47,250.0,25000,25000,250,0.00,PASS
OrdensServico,ValorMaoObra,48,250.0,25000,25000,250,0.00,PASS
OrdensServico,ValorMaoObra,49,250.0,25000,25000,250,0.00,PASS
OrdensServico,Desconto,0,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,1,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,2,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,3,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,4,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,5,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,6,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,7,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,8,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,9,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,10,10.0,1000,1000,10,0.00,PASS
OrdensServico,Desconto,11,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,12,10.0,1000,1000,10,0.00,PASS
OrdensServico,Desconto,13,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,14,10.0,1000,1000,10,0.00,PASS
OrdensServico,Desconto,15,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,16,10.0,1000,1000,10,0.00,PASS
OrdensServico,Desconto,17,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,18,10.0,1000,1000,10,0.00,PASS
OrdensServico,Desconto,19,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,20,10.0,1000,1000,10,0.00,PASS
OrdensServico,Desconto,21,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,22,10.0,1000,1000,10,0.00,PASS
OrdensServico,Desconto,23,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,24,10.0,1000,1000,10,0.00,PASS
OrdensServico,Desconto,25,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,26,10.0,1000,1000,10,0.00,PASS
OrdensServico,Desconto,27,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,28,10.0,1000,1000,10,0.00,PASS
OrdensServico,Desconto,29,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,30,10.0,1000,1000,10,0.00,PASS
OrdensServico,Desconto,31,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,32,10.0,1000,1000,10,0.00,PASS
OrdensServico,Desconto,33,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,34,10.0,1000,1000,10,0.00,PASS
OrdensServico,Desconto,35,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,36,10.0,1000,1000,10,0.00,PASS
OrdensServico,Desconto,37,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,38,10.0,1000,1000,10,0.00,PASS
OrdensServico,Desconto,39,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,40,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,41,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,42,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,43,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,44,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,45,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,46,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,47,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,48,0.0,0,0,0,0.00,PASS
OrdensServico,Desconto,49,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoUnitario,0,120.0,12000,12000,120,0.00,PASS
OrcamentoItens,PrecoUnitario,1,80.0,8000,8000,80,0.00,PASS
OrcamentoItens,PrecoUnitario,2,180.0,18000,18000,180,0.00,PASS
OrcamentoItens,PrecoUnitario,3,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoUnitario,4,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoUnitario,5,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoUnitario,6,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoUnitario,7,120.0,12000,12000,120,0.00,PASS
OrcamentoItens,PrecoUnitario,8,120.0,12000,12000,120,0.00,PASS
OrcamentoItens,PrecoUnitario,9,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,10,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,11,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,12,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,13,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,14,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,15,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,16,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,17,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,18,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,19,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,20,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,21,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,22,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,23,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,24,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,25,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,26,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,27,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,28,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,29,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,30,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,31,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,32,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,33,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,34,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,35,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,36,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,37,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,38,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,39,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,40,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,41,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,42,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,43,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,44,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,45,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,46,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,47,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,48,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,PrecoUnitario,49,690.0,69000,69000,690,0.00,PASS
OrcamentoItens,PrecoCusto,0,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,1,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,2,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,3,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,4,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,5,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,6,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,7,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,8,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,9,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,10,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,11,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,12,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,13,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,14,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,15,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,16,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,17,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,18,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,19,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,20,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,21,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,22,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,23,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,24,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,25,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,26,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,27,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,28,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,29,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,30,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,31,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,32,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,33,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,34,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,35,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,36,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,37,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,38,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,39,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,40,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,41,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,42,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,43,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,44,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,45,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,46,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,47,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,48,0.0,0,0,0,0.00,PASS
OrcamentoItens,PrecoCusto,49,375.0,37500,37500,375,0.00,PASS
OrcamentoItens,Desconto,0,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,1,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,2,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,3,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,4,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,5,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,6,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,7,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,8,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,9,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,10,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,11,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,12,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,13,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,14,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,15,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,16,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,17,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,18,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,19,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,20,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,21,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,22,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,23,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,24,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,25,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,26,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,27,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,28,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,29,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,30,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,31,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,32,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,33,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,34,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,35,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,36,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,37,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,38,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,39,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,40,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,41,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,42,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,43,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,44,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,45,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,46,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,47,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,48,0.0,0,0,0,0.00,PASS
OrcamentoItens,Desconto,49,NULL,NULL,NULL,NULL,0.00,PASS
OrcamentoItens,Subtotal,0,120.0,12000,12000,120,0.00,PASS
OrcamentoItens,Subtotal,1,80.0,8000,8000,80,0.00,PASS
OrcamentoItens,Subtotal,2,180.0,18000,18000,180,0.00,PASS
OrcamentoItens,Subtotal,3,0.0,0,0,0,0.00,PASS
OrcamentoItens,Subtotal,4,0.0,0,0,0,0.00,PASS
OrcamentoItens,Subtotal,5,0.0,0,0,0,0.00,PASS
OrcamentoItens,Subtotal,6,0.0,0,0,0,0.00,PASS
OrcamentoItens,Subtotal,7,120.0,12000,12000,120,0.00,PASS
OrcamentoItens,Subtotal,8,120.0,12000,12000,120,0.00,PASS
OrcamentoItens,Subtotal,9,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,Subtotal,10,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,Subtotal,11,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,Subtotal,12,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,Subtotal,13,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,Subtotal,14,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,Subtotal,15,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,Subtotal,16,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,Subtotal,17,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,Subtotal,18,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,Subtotal,19,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,Subtotal,20,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,Subtotal,21,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,Subtotal,22,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,Subtotal,23,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,Subtotal,24,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,Subtotal,25,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,Subtotal,26,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,Subtotal,27,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,Subtotal,28,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,Subtotal,29,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,Subtotal,30,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,Subtotal,31,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,Subtotal,32,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,Subtotal,33,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,Subtotal,34,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,Subtotal,35,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,Subtotal,36,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,Subtotal,37,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,Subtotal,38,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,Subtotal,39,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,Subtotal,40,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,Subtotal,41,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,Subtotal,42,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,Subtotal,43,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,Subtotal,44,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,Subtotal,45,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,Subtotal,46,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,Subtotal,47,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,Subtotal,48,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,Subtotal,49,690.0,69000,69000,690,0.00,PASS
OrcamentoItens,LucroEstimado,0,120.0,12000,12000,120,0.00,PASS
OrcamentoItens,LucroEstimado,1,80.0,8000,8000,80,0.00,PASS
OrcamentoItens,LucroEstimado,2,180.0,18000,18000,180,0.00,PASS
OrcamentoItens,LucroEstimado,3,0.0,0,0,0,0.00,PASS
OrcamentoItens,LucroEstimado,4,0.0,0,0,0,0.00,PASS
OrcamentoItens,LucroEstimado,5,0.0,0,0,0,0.00,PASS
OrcamentoItens,LucroEstimado,6,0.0,0,0,0,0.00,PASS
OrcamentoItens,LucroEstimado,7,120.0,12000,12000,120,0.00,PASS
OrcamentoItens,LucroEstimado,8,120.0,12000,12000,120,0.00,PASS
OrcamentoItens,LucroEstimado,9,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,LucroEstimado,10,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,LucroEstimado,11,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,LucroEstimado,12,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,LucroEstimado,13,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,LucroEstimado,14,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,LucroEstimado,15,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,LucroEstimado,16,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,LucroEstimado,17,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,LucroEstimado,18,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,LucroEstimado,19,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,LucroEstimado,20,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,LucroEstimado,21,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,LucroEstimado,22,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,LucroEstimado,23,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,LucroEstimado,24,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,LucroEstimado,25,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,LucroEstimado,26,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,LucroEstimado,27,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,LucroEstimado,28,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,LucroEstimado,29,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,LucroEstimado,30,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,LucroEstimado,31,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,LucroEstimado,32,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,LucroEstimado,33,480.0,48000,48000,480,0.00,PASS
OrcamentoItens,LucroEstimado,34,960.0,96000,96000,960,0.00,PASS
OrcamentoItens,LucroEstimado,35,480.0,48000,48000,480,0.00,PASS
